Total_Beds,Beds_A,Beds_B,Beds_C,Avg_Relocated_Total,Avg_Relocated_A,Avg_Relocated_B,Avg_Relocated_C,Avg_Prob_Full_A,Avg_Prob_Full_B,Avg_Prob_Full_C,Avg_Util_A,Avg_Util_B,Avg_Util_C
75,28,4,43,2202.0,1484.8,61.4,655.8,0.6737928560274281,0.7533658727985131,0.30416962723176727,0.9019765166340509,0.8743835616438357,0.9694934692577253
