Total_Beds,Beds_A,Beds_B,Beds_C,Avg_Relocated_Total,Avg_Prob_Full_A,Avg_Prob_Full_B,Avg_Prob_Full_C,Avg_Util_A,Avg_Util_B,Avg_Util_C
25,2,6,17,4008.6666666666665,0.9794167955097675,0.625476722544276,0.7280720783258854,0.9780821917808219,0.8575342465753425,0.9939833467633629
25,2,7,16,3995.3333333333335,0.9765350192863903,0.5718220126638259,0.7434628305620716,0.980821917808219,0.8632746249184606,0.9950342465753425
25,2,8,15,4022.3333333333335,0.9770729294959314,0.5359655610551668,0.757552690043107,0.9785388127853881,0.8576484018264839,0.9954337899543381
25,2,9,14,4058.3333333333335,0.9769758204030733,0.4835652349263964,0.7833707797727135,0.9748858447488584,0.8089294774226281,0.9954990215264189
25,2,10,13,4057.3333333333335,0.9753814463601728,0.43065260298134134,0.7921862309917042,0.9812785388127855,0.8209132420091324,0.9961362838075166
25,2,11,12,4075.6666666666665,0.9780381639598327,0.4073593764672739,0.8064554229067961,0.9721461187214612,0.7912826899128268,0.9964992389649924
25,2,12,11,4116.333333333333,0.973246831684786,0.39168215379978905,0.8259837717101469,0.9767123287671233,0.7582191780821917,0.9970942299709421
25,2,13,10,4115.0,0.9740243773273417,0.32713671568460195,0.8432864321709922,0.9730593607305936,0.7669827889005972,0.9971689497716896
25,2,14,9,4108.333333333333,0.9702778041505343,0.2925736242049876,0.8554844469311789,0.9726027397260273,0.7333985649054142,0.9973617453069509
25,2,15,8,4141.333333333333,0.9686672522020051,0.2507115232005109,0.8731756927202973,0.9771689497716896,0.7415525114155251,0.9978310502283105
25,2,16,7,4160.0,0.9707980077490114,0.2042820479878175,0.8837258926811166,0.9739726027397261,0.6889840182648402,0.9977821265492498
25,2,17,6,4193.666666666667,0.9686994877938275,0.1656664449727122,0.8988370512623308,0.9771689497716896,0.6535589578297073,0.9983257229832572
25,2,18,5,4207.333333333333,0.9670259836178471,0.17611412632112242,0.920615000565777,0.9799086757990868,0.6903094875697615,0.9989041095890411
25,2,19,4,4245.666666666667,0.9658982793837191,0.13144145084656245,0.9370054482748605,0.980821917808219,0.6556116318192742,0.9993150684931505
25,2,20,3,4248.0,0.9676164265675014,0.13431527010917763,0.9490758019099889,0.9785388127853881,0.6660730593607306,0.9993911719939117
25,2,21,2,4247.666666666667,0.9627912993955295,0.091549215941305,0.9645658085984855,0.9785388127853881,0.6268754076973254,0.9986301369863013
25,2,22,1,4287.0,0.9613699632730622,0.09371847173155767,0.9846389526891636,0.9744292237442922,0.6304690743046907,0.9990867579908675
25,3,1,21,3963.0,0.9804127774962322,0.9403045133930835,0.6639333838460532,0.9768645357686454,0.9424657534246575,0.9912154816264406
25,3,2,20,3976.6666666666665,0.9789459072252433,0.8908807060511205,0.6788606039787041,0.9780821917808219,0.9305936073059361,0.9918721461187214
25,3,3,19,4017.3333333333335,0.9746756467356107,0.8241729759711575,0.704722605578119,0.9744292237442922,0.8931506849315068,0.9941360249939919
25,3,4,18,3994.0,0.9740755214224152,0.7630127824890294,0.7149674662714652,0.969254185692542,0.8906392694063926,0.993505834601725
25,3,5,17,4021.0,0.9757634706776993,0.725337098083657,0.7312357783115068,0.9762557077625571,0.8842009132420091,0.9939296266451786
25,3,6,16,4028.0,0.972199165675693,0.6432851210879805,0.7444682989950892,0.9744292237442922,0.8840182648401825,0.9949200913242008
25,3,7,15,4018.6666666666665,0.9705125792219365,0.5912294774269017,0.758763218466314,0.9771689497716896,0.8420091324200912,0.995738203957382
25,3,8,14,4032.3333333333335,0.9680132166585135,0.5314145023803332,0.7827267233575675,0.9780821917808219,0.8255707762557077,0.9961513372472277
25,3,9,13,4066.0,0.9679982395706378,0.48677837876056146,0.7921100077603094,0.9732115677321156,0.8330796549974632,0.996557780119424
25,3,10,12,4078.3333333333335,0.9637863546797439,0.46092138748918415,0.8123440471001446,0.9713850837138508,0.8019178082191781,0.9968036529680365
25,3,11,11,4042.6666666666665,0.9583060067720345,0.378089383734545,0.8178900413285183,0.9726027397260274,0.8009962640099625,0.997011207970112
25,3,12,10,4092.6666666666665,0.9591048993586524,0.3721582892416226,0.8434999470066726,0.9683409436834095,0.7789954337899543,0.9964383561643836
25,3,13,9,4083.0,0.9570647550479464,0.31417667380846903,0.8584180689116879,0.9701674277016744,0.7488584474885845,0.9973617453069509
25,3,14,8,4126.666666666667,0.9576529099498051,0.2485798546517477,0.8698338158820226,0.9747336377473365,0.7343770384866275,0.9978310502283105
25,3,15,7,4118.666666666667,0.9529343668910121,0.23761372894374366,0.8885644833804863,0.9701674277016744,0.7203652968036529,0.9980430528375734
25,3,16,6,4186.666666666667,0.9535143738185091,0.1862606958866104,0.8985444876873306,0.9777777777777777,0.6900684931506849,0.9987823439878234
25,3,17,5,4189.0,0.9488683388130418,0.17585264459767705,0.9201618426938101,0.9780821917808219,0.6601128122481869,0.9987214611872145
25,3,18,4,4234.0,0.9520753248741305,0.16598539473164317,0.9346028902699904,0.978082191780822,0.6769152714358193,0.9995433789954338
25,3,19,3,4244.0,0.947415856582225,0.11679254237501217,0.9518711964420841,0.9704718417047186,0.6642633982215813,0.9993911719939117
25,3,20,2,4266.0,0.9479152728694656,0.13224876699886198,0.9671867134713795,0.9680365296803654,0.6340639269406392,0.9995433789954338
25,3,21,1,4295.333333333333,0.9438044358979893,0.10784546837178416,0.9839129029778032,0.9567732115677322,0.6039573820395737,0.9990867579908675
25,4,1,20,3938.6666666666665,0.9753772146261325,0.9444901981487348,0.6728131590034557,0.9762557077625571,0.9406392694063928,0.992283105022831
25,4,2,19,3981.0,0.973890622237536,0.8818097943551697,0.6918491643940063,0.9705479452054795,0.9251141552511415,0.9932708483537612
25,4,3,18,3959.6666666666665,0.9693190537564282,0.8198650364952335,0.7042511112819341,0.9675799086757991,0.9111111111111111,0.9929477422628107
25,4,4,17,3960.3333333333335,0.9671805507943768,0.7722001334904561,0.7167725886783444,0.9726027397260273,0.9011415525114156,0.9939296266451786
25,4,5,16,3991.6666666666665,0.9651490643324377,0.6928944921465575,0.7385113121426369,0.9714611872146118,0.8898630136986302,0.9943493150684931
25,4,6,15,3969.0,0.960033641817979,0.6384217462631202,0.7406528890331828,0.9700913242009133,0.8831050228310501,0.9942770167427701
25,4,7,14,4008.3333333333335,0.9591773573266601,0.5804570000774909,0.7741773274795866,0.971689497716895,0.8558382257012394,0.9956947162426614
25,4,8,13,3997.6666666666665,0.9531302799189537,0.5066209389894883,0.7857945009604114,0.9680365296803654,0.8094748858447488,0.9962065331928346
25,4,9,12,4054.3333333333335,0.9529116772441247,0.49899833581706243,0.8050886921384128,0.969406392694064,0.8192795535261288,0.9963470319634703
25,4,10,11,4072.0,0.9502196343280668,0.4404224559581007,0.8338808267205674,0.969634703196347,0.7953424657534246,0.9970942299709423
25,4,11,10,4102.0,0.9524478122685739,0.41210104870895314,0.8442266947338872,0.9673515981735159,0.7914487339144873,0.9971689497716895
25,4,12,9,4100.666666666667,0.951070296398985,0.40936045934475035,0.8494521728993746,0.9668949771689498,0.7718417047184171,0.9973617453069507
25,4,13,8,4094.3333333333335,0.9427117143364373,0.2974059724059724,0.8684717037633295,0.9609589041095891,0.7326308394801545,0.997716894977169
25,4,14,7,4094.0,0.9418926437442545,0.2841639085069138,0.8855500208869911,0.9682648401826484,0.7516634050880627,0.9984344422700587
25,4,15,6,4120.0,0.9382661906744646,0.2455159333136007,0.9003727821385127,0.96986301369863,0.748675799086758,0.9978691019786909
25,4,16,5,4133.333333333333,0.9362011072168085,0.19799673812162663,0.9145527418039899,0.9760273972602741,0.7101027397260274,0.9983561643835617
25,4,17,4,4187.333333333333,0.9377897415791342,0.19483319956450998,0.9332226807705911,0.973972602739726,0.68638195004029,0.9990867579908675
25,4,18,3,4218.333333333333,0.9334104891149678,0.16211897822191942,0.9522112767767198,0.9700913242009133,0.6576864535768645,0.9993911719939117
